Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
69153.0,1.23190754564403,0.156754213186493,-0.451323770691134,0.170523694839781,0.454283804657638,-0.228423858390254,0.403037212357277,-0.151316719095934,-0.474075103675038,0.0735479576463178,0.561427195873775,0.944124284715452,0.827329701074078,0.485309043657234,0.0783819263040712,0.538836699710319,-0.961906097583801,-0.0772631480337693,0.818816551363903,0.0852979836230208,-0.372644740171841,-1.21454512370165,-0.0591695504713567,-0.816895993583107,0.417168810304657,0.185673760512146,-0.073890180268507,-0.0027787585341734,53.9,0
72724.0,-1.05210187147661,-0.783410548295465,2.39874769705544,-1.7068505807611,-1.97057591116206,-0.227532235029477,-1.56537527258446,0.81797275593555,-1.9045339413757,0.694146339999138,0.341839048330013,-1.2040691298377,-1.78945193223454,-0.0969847315528901,-0.888892317606209,-0.261733868613183,0.911692228315944,0.969723706266745,0.388416850281671,-0.364319429999478,-0.0722409775304296,-0.0943065867515828,-0.111123474357252,0.465375605087552,0.0564762854941834,-0.18612492359997,-0.0201400047948171,-0.0500192377408938,16.6,0
37559.0,0.369833153094197,-1.64834405509237,0.670826965109077,0.526056148170351,-1.32706586976137,0.257682912316077,-0.110832876556004,0.0266163275898095,0.996134309894029,-0.719266634169116,-0.389859684127528,1.22934534067115,1.06488628899493,-0.639723360076565,-0.112595375724313,-0.406844676366498,0.376144573192481,-1.13067304532305,-0.0319082725947653,0.799498714212001,0.0563184453156263,-0.431727285213137,-0.267029328706981,0.210528123575872,-0.0532989523180844,0.924245135645089,-0.0886367015342986,0.0852678603295259,422.22,0
115546.0,-1.35790926101717,0.172318687948957,1.54099570923875,4.44387450325528,1.77821193618861,1.75370686401169,-0.140402662117909,0.46133557542638,-1.6987668902475,1.45749536067135,-0.837502525359469,-0.452457892817251,-0.175394044263397,-0.110960151752457,-1.03087363928702,-0.198162068584548,0.016171625875903,0.956768934443835,2.36271062342124,0.133156007135428,0.0384573276888718,0.501634565677123,0.221550359554145,-0.276150675210948,0.838416873827031,0.739149385315656,0.0586969793546971,0.0189220297828936,1.51,0
78136.0,0.849641054724327,-1.31150595828336,-0.696329313138206,-0.752870991695289,1.11349449221214,3.94999475121818,-0.947342297721116,0.998201070818706,1.05022446300348,-0.491799331829963,-0.566639163959357,0.403550528505499,-0.0476258857413946,-0.36263345685808,-0.0865382784512943,0.235147609645956,-0.347827755647976,-0.148393809837123,0.769176689402488,0.485151350051843,-0.156439274856446,-0.83250554125787,-0.145572713163018,1.08840914541714,0.215937385390599,0.934816802022253,-0.0722578413845602,0.0451401157909598,224.5,0
39287.0,-1.29864193399283,1.77295936880812,0.53068069713883,1.10208334474063,-0.197351939935315,0.462838952766748,-0.19425132923693,1.10292905261903,-0.785513846912371,-0.0879406895907409,0.63155421258909,1.44917948440066,0.655169703337896,0.610157872972917,-0.603442097157488,-0.741894795141513,0.547822580663212,-0.109787563595545,1.09439778151997,0.0879757363005288,0.0520190242611131,0.339344027905407,-0.114381442424032,-0.268894046228487,0.043493552035513,-0.213356963772533,0.287694132585919,0.1276032777119,1.0,0
160629.0,1.82631417519919,-0.0404394704951453,-2.07902449115628,0.850433454469487,0.159075465463034,-1.20867213872092,0.232096450086947,-0.138274485050217,0.79455960604641,-0.892223801129876,1.21864841858668,0.101047268928988,-1.75108729588561,-1.59472423509664,-0.731805266401047,0.298038554160803,1.53584321425249,1.0901183622849,0.142984304310013,-0.125582105313742,-0.0900992013803775,-0.226548157118119,0.0175281850826412,-0.13400305664222,0.0662807400900642,-0.322419972079742,-0.0089295908665144,-0.0058515594831807,80.96,0
30113.0,-2.60747999985875,2.88991855798837,-4.26771202488824,1.9465062174517,-1.35009833550032,-1.7773561628753,-0.315549648264746,1.81109967584773,-0.453630549993689,-1.12391825095675,0.880261865034878,0.640520737788029,0.475021585953453,-2.28652789610552,1.20914051063257,1.00907564920047,4.04052918829232,0.966404903078933,-1.11732257298845,-0.0954030940420007,-0.0444402740520015,-0.10421753221755,0.438105326386631,0.278765793087454,-0.273380414554103,-0.392817144428416,0.0295558642782298,-0.138936161048561,99.99,0
61347.0,-0.678274449236032,-0.0533899275817951,1.80179383247791,-0.0760588922769022,-0.757802221031664,1.12722720891468,-0.788055500855221,-0.467708502916005,-1.08220725219142,0.723595692063113,-0.202911874542015,-0.15118088386117,0.522309393398424,-0.184152389751062,0.94677575746856,-0.526240269040638,-0.883946839251179,3.11700344951492,-0.0220325521244091,-0.541867712636805,0.724821193801571,0.200259239457089,-0.0955196031541193,-0.874176520256363,-0.476423778404075,-0.181040807111512,0.369194739985264,0.129913654453638,100.0,0
42204.0,1.39902883147042,-0.420815638108978,-0.330509742882811,-0.749101044356871,-0.388878743017817,-0.73287403021082,-0.0444050600585259,-0.361347399892051,-1.16236032522899,0.656655840039894,-1.05564696180203,0.141390549463916,1.49143130962664,-0.0170525658032705,0.650609329261494,-1.2623665797595,-0.311974726334525,0.867373457247374,-0.374474074849533,-0.305007391356257,-0.462586465008884,-0.881454488540288,-0.102132000345436,-0.397917471846539,0.449610553610361,1.05485791394772,-0.0775783989087019,0.001922317547929,48.19,0
