fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,quality
9.24507122951685,0.21692585158991712,0.28577873603482834,1.6710049890779277,0.04811144682411266,24.261775475316412,60.139772332907036,0.9949545539589619,3.487656761195199,0.7053009963309352,11.899355436586003,5
8.292603548243223,0.4158709354469282,0.30607845263682343,1.9398189598030304,0.06801249954092455,34.094166404701305,26.556693516447492,0.9980980184516738,3.196791054356525,0.5909991781508959,11.424633682912768,4
9.47153280715104,0.4314570966946461,0.3583051243175277,3.2472936051232617,0.08010487399436367,1.0143242618085875,62.392118402113205,0.9945913126189144,3.3192241553881967,0.6543117234402226,10.559630369920175,6
10.784544784612038,0.3395445461556762,0.3553802052034903,3.110370265433465,0.08093961187529485,20.629692366905708,72.11275717609902,0.9931830774072729,3.2075449422589912,0.8417677793910948,9.853063222294427,8
8.148769937914995,0.4677428576667982,0.11223306320429088,2.479098406035852,0.07099869057041513,8.493574308781731,53.268698064474016,0.9928867416529522,3.213100754513537,0.6786648602029856,11.19822331361359,6
8.14879456457623,0.5808101713629077,0.15621749600848772,2.617327383308782,0.09245699864694998,10.128746162353039,82.53591625116132,0.9972120199026913,3.238165575306272,0.6569654822234223,10.89348538542175,8
10.868819223261088,0.8772371802421061,0.301503526720866,3.777664895788425,0.05864759141234811,9.076060757611309,29.524216017928538,0.9934391412950074,3.3444267543267423,0.44602157885301214,11.395193220027732,7
9.651152093729364,0.5349155625663677,0.3013785950912209,1.9084286111641702,0.07715241029957413,6.36009230320184,20.10690593377166,0.9995095883639687,3.204250275667304,0.7619380349040832,11.13517180168197,6
7.795788421097572,0.5515100781445529,0.3015047686306048,3.0470973811700377,0.08240591263423798,15.48521627944827,9.425595021914425,0.9918361411842326,3.551151225114704,0.7468226271711613,11.549552715319335,4
9.313840065378947,0.48511081684676655,0.6352731490654722,2.297807347566106,0.09028877668117498,6.690498835889622,74.92088622978366,0.99939291273658,3.121078539556099,0.9744882084958191,9.964764788439432,4
7.804873460781307,0.11624575694019168,0.3070890510693167,2.28231879677278,0.0942322975617778,17.70456825779839,58.08731312708115,0.9964220349344053,3.262625671167728,0.6038332647570499,11.817394065634325,6
7.801405369644614,0.4946972249101566,0.3635565640180599,3.59877685198719,0.05750715816324262,14.49761890550863,43.8883065817909,0.9958065737762593,3.2120537883451648,0.6828725491495908,10.6975996046924,4
8.862943407349052,0.5120460419882052,0.34540017634932024,3.3254163489880297,0.04931771658528755,12.610519531335903,50.59937252639641,0.9949101618263821,3.5893955768707464,0.6874075525566133,12.575260872625265,7
5.630079633013303,0.9926484224970573,0.3151391251305798,3.3135096360006386,0.10555353643797019,5.924363379584021,22.49021905403247,0.9967982722287041,3.339310955302315,0.8866179919645212,9.810812181910432,3
5.912623251230451,0.4615278070437755,0.21847307553596543,3.805478807154329,0.08664628023959184,9.232286694316674,93.91503959233653,0.9959247305951503,3.5063689078937266,0.6357056701419572,12.23596380316525,7
7.6565687061385415,0.5603094684667225,0.32589692204932674,2.521003841632759,0.06503026926886893,22.55391225825756,47.58442363950455,0.998206603764033,3.0028879253926055,0.6918532288655509,10.697910783462648,8
6.980753319498364,0.49305764605895136,0.1727174785462428,3.181952971294964,0.11102303951045046,20.00917187624381,47.187895892097856,0.9962284552973241,3.3534100531738518,0.7411844764574809,9.848581996385551,7
8.97137099889291,0.26626439247609357,0.22631813932599912,2.189733243406544,0.08231349268585718,5.224447552014489,59.51533247797384,0.9963006035229237,3.4779261591246873,0.6779913684734538,10.016114165945678,8
7.137963886718183,0.7285645629030041,0.20146364521708965,2.824166352488442,0.10358594368127653,15.993323054292258,54.620184634734265,0.9952727755755723,3.3164567978550847,0.5830349578174208,10.17965269180568,4
6.381544447997063,0.6503866065373548,0.25818741393863226,2.3698569456323155,0.08135036962820218,22.51387123371789,49.477680485582624,0.9958861087525579,3.51309607501307,0.6791134989347462,10.924165946401917,3
10.69847315338233,0.6582063894086094,0.48146585666735087,2.5969959649927183,0.12121495849763975,-1.6940528112137159,29.190510891093762,0.9966156035377841,3.1965423099799253,0.8110447624789658,11.022835488035499,4
8.161335549270197,0.3181225090410522,0.06327348074082517,3.0951570254369134,0.11510681684886409,20.43360192379935,54.42936714271991,0.9925796632146867,3.581869488037116,0.496022705088341,9.92629999606142,5
8.601292307031885,0.7805588621872199,0.31862601903745136,1.6817793167665274,0.07502071703041853,8.373762410541534,82.64048992950067,0.9933036291557886,3.75977962472385,0.6699454511220314,10.475645407739018,4
6.362877720679815,0.21962978744154382,0.08872841288103483,4.592387275685461,0.09943141901908711,20.70598668593159,71.90840092309955,0.9974865281880454,3.227432287912068,0.544981877759124,12.642270358611864,8
7.683425913212226,0.6173714187600541,0.20280681342105666,1.493982618500298,0.09290751899170295,7.367408434574831,76.86373253278794,0.9963417308762559,3.2108994957198456,0.8292569943387263,12.227543170100711,4
8.6663838845648,0.9380911251619957,0.35889505969673663,1.2858113872122678,0.10737263115064698,-3.0488210066451913,34.7756864713763,0.9956320333272947,3.59067689542354,0.4215219642824338,10.936323669674032,4
6.773509633866546,0.3018927349738623,0.2564280019095463,3.6581108735000676,0.06070153078839791,-1.2754243788316266,25.207903594828384,0.9960368678661308,3.6159144291461423,0.5661617229092618,10.5380034781682,3
